month,day,hour,precipitation_mm,water_input_m3
6,29,11,0.09,19587
6,29,12,0.05,11807
6,29,13,0.04,9146
6,29,14,0.04,8370
6,29,15,0.02,3499
6,29,16,0.02,4651
6,29,17,0.03,6804
6,29,18,0.04,9289
6,29,19,0.09,20721
6,29,20,0.05,10404
6,29,21,0.06,13266
6,29,22,0.03,6449
6,29,23,0.04,9478
6,30,0,0.05,10297
6,30,1,0.03,6042
6,30,2,0.02,5402
6,30,3,0.01,1513
6,30,4,0.0,838
6,30,5,0.0,651
6,30,6,0.01,2642
6,30,7,0.05,10142
6,30,8,0.1,23592
6,30,9,0.1,22341
6,30,10,0.11,24222
6,30,11,0.05,11782
6,30,12,0.07,14761
6,30,13,0.05,10864
6,30,14,0.04,9258
6,30,15,0.02,5207
6,30,16,0.01,2420
6,30,17,0.03,6990
6,30,18,0.02,5010
6,30,19,0.07,15244
6,30,20,0.08,17897
6,30,21,0.05,10845
6,30,22,0.04,9233
6,30,23,0.06,13000
7,1,0,0.03,5730
7,1,1,0.02,4138
7,1,2,0.01,2708
7,1,3,0.0,828
7,1,4,0.0,524
7,1,5,0.0,294
7,1,6,0.0,1009
7,1,7,0.02,5545
7,1,8,0.05,10278
7,1,9,0.04,9565
7,1,10,0.07,15085
7,1,11,0.06,12922
7,1,12,0.04,8687
7,1,13,0.03,6295
7,1,14,0.03,6291
7,1,15,0.02,4809
7,1,16,0.01,2951
7,1,17,0.01,3263
7,1,18,0.03,7324
7,1,19,0.06,14236
7,1,20,0.04,8160
7,1,21,0.05,10443
7,1,22,0.02,3570
7,1,23,0.03,6906
7,2,0,0.03,5699
7,2,1,0.02,4340
7,2,2,0.01,1547
7,2,3,0.01,1183
7,2,4,0.0,498
7,2,5,0.0,354
7,2,6,0.01,2566
7,2,7,0.03,6365
7,2,8,0.02,4462
7,2,9,0.11,24834
7,2,10,0.07,14712
7,2,11,0.04,8833
7,2,12,0.04,8543
7,2,13,0.03,7152
7,2,14,0.02,4567
7,2,15,0.02,4314
7,2,16,0.01,2324
7,2,17,0.02,3695
7,2,18,0.03,5675
7,2,19,0.03,7035
7,2,20,0.04,9940
7,2,21,0.03,7853
7,2,22,0.02,4639
7,2,23,0.04,8254
7,3,0,0.03,7406
7,3,1,0.02,3563
7,3,2,0.01,3315
7,3,3,0.0,905
7,3,4,0.0,531
7,3,5,0.0,260
7,3,6,0.01,2610
7,3,7,0.03,6772
7,3,8,0.05,12296
7,3,9,0.09,20847
7,3,10,0.05,10689
7,3,11,0.05,11916
7,3,12,0.04,7963
7,3,13,0.04,8301
7,3,14,0.02,5322
7,3,15,0.02,3715
7,3,16,0.01,3111
7,3,17,0.02,5010
7,3,18,0.03,5706
7,3,19,0.05,10793
7,3,20,0.03,7053
7,3,21,0.01,2572
7,3,22,0.02,4316
7,3,23,0.04,7893
7,4,0,0.03,7299
7,4,1,0.01,2107
7,4,2,0.01,2500
7,4,3,0.0,610
7,4,4,0.0,920
7,4,5,0.0,250
7,4,6,0.01,2700
7,4,7,0.03,6776
7,4,8,0.04,8493
7,4,9,0.05,11785
7,4,10,0.07,14901
7,4,11,0.04,8647
7,4,12,0.04,8431
7,4,13,0.03,6023
7,4,14,0.01,3040
7,4,15,0.01,1818
7,4,16,0.01,2895
7,4,17,0.02,3533
7,4,18,0.03,5903
7,4,19,0.06,12867
7,4,20,0.06,12404
7,4,21,0.03,6384
7,4,22,0.02,3760
7,4,23,0.03,7707
7,5,0,0.02,4526
7,5,1,0.02,4339
7,5,2,0.01,3118
7,5,3,0.01,1603
7,5,4,0.0,353
7,5,5,0.0,277
7,5,6,0.01,1604
7,5,7,0.02,5617
7,5,8,0.05,12278
7,5,9,0.1,22592
7,5,10,0.05,12005
7,5,11,0.04,9597
7,5,12,0.05,10583
7,5,13,0.03,7358
7,5,14,0.03,7217
7,5,15,0.02,4407
7,5,16,0.01,1947
7,5,17,0.01,2740
7,5,18,0.02,4193
7,5,19,0.06,12775
7,5,20,0.06,12440
7,5,21,0.04,10017
7,5,22,0.02,4977
7,5,23,0.04,8842
7,6,0,0.03,5857
7,6,1,0.01,2922
7,6,2,0.01,3322
7,6,3,0.01,1513
7,6,4,0.0,703
7,6,5,0.0,376
7,6,6,0.01,2221
7,6,7,0.03,7239
7,6,8,0.06,14509
7,6,9,0.08,18678
7,6,10,0.07,16598
7,6,11,0.05,12369
7,6,12,0.03,7273
7,6,13,0.04,8146
7,6,14,0.02,3570
7,6,15,0.02,5193
7,6,16,0.01,1922
7,6,17,0.02,4404
7,6,18,0.02,5403
7,6,19,0.06,12477
7,6,20,0.04,9509
7,6,21,0.02,4119
7,6,22,0.02,4542
7,6,23,0.03,5861
7,7,0,0.04,8359
7,7,1,0.02,4112
7,7,2,0.01,3011
7,7,3,0.0,1042
7,7,4,0.0,584
7,7,5,0.0,303
7,7,6,0.01,2495
7,7,7,0.03,7778
7,7,8,0.04,8754
7,7,9,0.09,20867
7,7,10,0.03,6269
7,7,11,0.03,7688
7,7,12,0.03,6250
7,7,13,0.02,4534
7,7,14,0.01,3311
7,7,15,0.02,4535
7,7,16,0.01,2593
7,7,17,0.02,4500
7,7,18,0.04,8033
7,7,19,0.05,11688
7,7,20,0.05,11167
7,7,21,0.03,6731
7,7,22,0.01,2890
7,7,23,0.04,8662
7,8,0,0.03,5841
7,8,1,0.01,3149
7,8,2,0.01,2618
7,8,3,0.0,1057
7,8,4,0.0,614
7,8,5,0.0,372
7,8,6,0.01,2234
7,8,7,0.02,4250
7,8,8,0.04,9624
7,8,9,0.09,20856
7,8,10,0.07,15401
7,8,11,0.07,16646
7,8,12,0.05,10646
7,8,13,0.04,8810
7,8,14,0.02,3579
7,8,15,0.02,4895
7,8,16,0.01,2704
7,8,17,0.02,3544
7,8,18,0.03,7138
7,8,19,0.06,13550
7,8,20,0.05,10791
7,8,21,0.02,5346
7,8,22,0.02,4873
7,8,23,0.03,5758
7,9,0,0.03,7221
7,9,1,0.02,3798
7,9,2,0.01,2590
7,9,3,0.01,1633
7,9,4,0.0,507
7,9,5,0.0,509
7,9,6,0.0,1119
7,9,7,0.02,4661
7,9,8,0.05,11975
7,9,9,0.08,18842
7,9,10,0.06,13356
7,9,11,0.05,10803
7,9,12,0.04,9064
7,9,13,0.03,6455
7,9,14,0.03,7389
7,9,15,0.02,4973
7,9,16,0.01,3338
7,9,17,0.01,3117
7,9,18,0.03,6714
7,9,19,0.05,10137
7,9,20,0.03,7179
7,9,21,0.03,7467
7,9,22,0.02,3558
7,9,23,0.04,7973
7,10,0,0.02,5018
7,10,1,0.03,5877
7,10,2,0.01,2126
7,10,3,0.01,1445
7,10,4,0.0,821
7,10,5,0.0,294
7,10,6,0.01,2493
7,10,7,0.02,3796
7,10,8,0.07,14939
7,10,9,0.07,16499
7,10,10,0.05,11658
7,10,11,0.05,10141
7,10,12,0.04,9883
7,10,13,0.03,5849
7,10,14,0.02,4454
7,10,15,0.02,3883
7,10,16,0.01,1934
7,10,17,0.03,5981
7,10,18,0.03,5880
7,10,19,0.06,13239
7,10,20,0.04,10093
7,10,21,0.02,5164
7,10,22,0.02,4104
7,10,23,0.04,8193
7,11,0,0.03,6528
7,11,1,0.02,5336
7,11,2,0.02,3440
7,11,3,0.01,1685
7,11,4,0.0,606
7,11,5,0.0,250
7,11,6,0.01,1740
7,11,7,0.03,5749
7,11,8,0.06,12456
7,11,9,0.03,7515
7,11,10,0.06,13673
7,11,11,0.05,11394
7,11,12,0.03,7650
7,11,13,0.04,9062
7,11,14,0.03,6058
7,11,15,0.02,5456
7,11,16,0.01,2592
7,11,17,0.02,5073
7,11,18,0.04,9650
7,11,19,0.06,14555
7,11,20,0.03,6972
7,11,21,0.03,6416
7,11,22,0.02,3756
7,11,23,0.03,7688
7,12,0,0.04,8026
7,12,1,0.01,3248
7,12,2,0.01,2787
7,12,3,0.0,678
7,12,4,0.0,932
7,12,5,0.0,299
7,12,6,0.01,2084
7,12,7,0.02,5056
7,12,8,0.06,14101
7,12,9,0.02,4778
7,12,10,0.06,13644
7,12,11,0.05,10671
7,12,12,0.03,7288
7,12,13,0.04,9807
7,12,14,0.02,4265
7,12,15,0.02,4903
7,12,16,0.01,2984
7,12,17,0.02,5406
7,12,18,0.03,5708
7,12,19,0.04,8952
7,12,20,0.05,12218
7,12,21,0.03,7579
7,12,22,0.01,2523
7,12,23,0.03,5927
7,13,0,0.03,7512
7,13,1,0.02,4971
7,13,2,0.01,2275
7,13,3,0.0,372
7,13,4,0.0,775
7,13,5,0.0,238
7,13,6,0.0,1019
7,13,7,0.01,1600
7,13,8,0.06,13191
7,13,9,0.08,16969
7,13,10,0.06,12928
7,13,11,0.07,14767
7,13,12,0.04,9530
7,13,13,0.04,9618
7,13,14,0.02,3572
7,13,15,0.02,4075
7,13,16,0.01,1633
7,13,17,0.02,3874
7,13,18,0.03,6425
7,13,19,0.06,12677
7,13,20,0.04,9700
7,13,21,0.04,7918
7,13,22,0.02,4833
7,13,23,0.05,10541
7,14,0,0.03,6310
7,14,1,0.01,3143
7,14,2,0.01,2909
7,14,3,0.0,1095
7,14,4,0.0,939
7,14,5,0.0,318
7,14,6,0.01,1765
7,14,7,0.02,4835
7,14,8,0.06,12929
7,14,9,0.07,15792
7,14,10,0.05,11503
7,14,11,0.07,15524
7,14,12,0.03,6461
7,14,13,0.03,6911
7,14,14,0.03,6374
7,14,15,0.01,2434
7,14,16,0.01,3069
7,14,17,0.01,3026
7,14,18,0.04,8259
7,14,19,0.04,8323
7,14,20,0.05,11251
7,14,21,0.04,8744
7,14,22,0.02,4995
7,14,23,0.03,7281
7,15,0,0.03,6454
7,15,1,0.02,3518
7,15,2,0.02,3748
7,15,3,0.01,1130
7,15,4,0.0,507
7,15,5,0.0,399
7,15,6,0.01,1646
7,15,7,0.02,4179
7,15,8,0.03,7005
7,15,9,0.06,14456
7,15,10,0.06,13417
7,15,11,0.05,11627
7,15,12,0.05,10175
7,15,13,0.03,7753
7,15,14,0.02,5219
7,15,15,0.02,3907
7,15,16,0.01,3090
7,15,17,0.02,5418
7,15,18,0.03,7067
7,15,19,0.04,9675
7,15,20,0.03,7210
7,15,21,0.02,4375
7,15,22,0.02,4795
7,15,23,0.03,7840
7,16,0,0.03,7839
7,16,1,0.02,3978
7,16,2,0.02,3704
7,16,3,0.01,1204
7,16,4,0.0,849
7,16,5,0.0,339
7,16,6,0.01,1743
7,16,7,0.03,6292
7,16,8,0.05,12083
7,16,9,0.08,17908
7,16,10,0.06,13979
7,16,11,0.05,10857
7,16,12,0.06,13129
7,16,13,0.04,8878
7,16,14,0.03,6471
7,16,15,0.02,4225
7,16,16,0.02,3430
7,16,17,0.02,4642
7,16,18,0.03,6895
7,16,19,0.05,10129
7,16,20,0.04,9396
7,16,21,0.01,1421
7,16,22,0.02,4327
7,16,23,0.03,6014
7,17,0,0.04,9578
7,17,1,0.02,4130
7,17,2,0.01,1926
7,17,3,0.01,1353
7,17,4,0.0,506
7,17,5,0.0,383
7,17,6,0.01,2205
7,17,7,0.03,6793
7,17,8,0.04,8793
7,17,9,0.07,16581
7,17,10,0.04,9025
7,17,11,0.06,12883
7,17,12,0.04,9287
7,17,13,0.03,7699
7,17,14,0.02,5482
7,17,15,0.02,4536
7,17,16,0.02,3839
7,17,17,0.02,3817
7,17,18,0.03,7088
7,17,19,0.04,7984
7,17,20,0.03,7509
7,17,21,0.03,7018
7,17,22,0.02,5245
7,17,23,0.03,6411
7,18,0,0.03,6446
7,18,1,0.02,3692
7,18,2,0.01,2374
7,18,3,0.01,1471
7,18,4,0.0,429
7,18,5,0.0,452
7,18,6,0.01,1713
7,18,7,0.03,6469
7,18,8,0.03,7481
7,18,9,0.09,19190
7,18,10,0.07,16002
7,18,11,0.05,12013
7,18,12,0.03,6177
7,18,13,0.03,7278
7,18,14,0.02,3859
7,18,15,0.02,3850
7,18,16,0.02,3445
7,18,17,0.02,4929
7,18,18,0.03,6876
7,18,19,0.04,8289
7,18,20,0.05,11138
7,18,21,0.03,6883
7,18,22,0.01,1726
7,18,23,0.04,8191
7,19,0,0.03,6809
7,19,1,0.02,5346
7,19,2,0.01,1990
7,19,3,0.0,282
7,19,4,0.0,733
7,19,5,0.0,367
7,19,6,0.01,1186
7,19,7,0.02,4140
7,19,8,0.08,18510
7,19,9,0.07,15185
7,19,10,0.07,16204
7,19,11,0.04,9178
7,19,12,0.02,3925
7,19,13,0.03,6559
7,19,14,0.02,5116
7,19,15,0.02,3699
7,19,16,0.01,2662
7,19,17,0.02,4382
7,19,18,0.03,6593
7,19,19,0.03,7497
7,19,20,0.05,10756
7,19,21,0.02,3512
7,19,22,0.01,2003
7,19,23,0.04,8116
7,20,0,0.03,7719
7,20,1,0.02,4051
7,20,2,0.01,1784
7,20,3,0.01,1128
7,20,4,0.0,640
7,20,5,0.0,206
7,20,6,0.01,1675
7,20,7,0.03,6374
7,20,8,0.07,14871
7,20,9,0.07,14717
7,20,10,0.07,16292
7,20,11,0.03,5716
7,20,12,0.04,9576
7,20,13,0.02,5473
7,20,14,0.03,5901
7,20,15,0.02,3856
7,20,16,0.02,3645
7,20,17,0.01,3212
7,20,18,0.04,7925
7,20,19,0.05,10195
7,20,20,0.04,9211
7,20,21,0.03,6535
7,20,22,0.01,3241
7,20,23,0.03,6826
7,21,0,0.03,6743
7,21,1,0.02,4358
7,21,2,0.01,2798
7,21,3,0.01,1643
7,21,4,0.0,843
7,21,5,0.0,253
7,21,6,0.01,2501
7,21,7,0.02,3855
7,21,8,0.06,12571
7,21,9,0.08,18988
7,21,10,0.03,7154
7,21,11,0.05,11215
7,21,12,0.03,7258
7,21,13,0.02,5551
7,21,14,0.03,7331
7,21,15,0.02,3438
7,21,16,0.01,2188
7,21,17,0.02,4188
7,21,18,0.04,8024
7,21,19,0.05,10572
7,21,20,0.06,12387
7,21,21,0.03,7760
7,21,22,0.01,1872
7,21,23,0.03,5944
7,22,0,0.03,5888
7,22,1,0.02,4603
7,22,2,0.0,942
7,22,3,0.01,2243
7,22,4,0.0,776
7,22,5,0.0,355
7,22,6,0.01,2662
7,22,7,0.04,8691
7,22,8,0.06,13346
7,22,9,0.09,20341
7,22,10,0.06,14148
7,22,11,0.05,10573
7,22,12,0.03,7243
7,22,13,0.02,5436
7,22,14,0.02,4539
7,22,15,0.01,2722
7,22,16,0.01,2688
7,22,17,0.01,2379
7,22,18,0.03,7177
7,22,19,0.05,10861
7,22,20,0.04,9943
7,22,21,0.03,5956
7,22,22,0.03,7272
7,22,23,0.04,9180
7,23,0,0.02,4719
7,23,1,0.02,4349
7,23,2,0.01,2324
7,23,3,0.0,1023
7,23,4,0.0,456
7,23,5,0.0,380
7,23,6,0.01,1705
7,23,7,0.03,6806
7,23,8,0.06,13684
7,23,9,0.1,22088
7,23,10,0.05,10781
7,23,11,0.05,12263
7,23,12,0.04,9520
7,23,13,0.03,6038
7,23,14,0.02,4423
7,23,15,0.03,5764
7,23,16,0.01,2896
7,23,17,0.02,4764
7,23,18,0.02,5442
7,23,19,0.03,7620
7,23,20,0.04,8225
7,23,21,0.03,6638
7,23,22,0.01,3017
7,23,23,0.03,6833
7,24,0,0.02,3959
7,24,1,0.01,2959
7,24,2,0.01,3200
7,24,3,0.01,1577
7,24,4,0.0,618
7,24,5,0.0,255
7,24,6,0.01,1527
7,24,7,0.02,4969
7,24,8,0.06,12727
7,24,9,0.09,20256
7,24,10,0.05,12000
7,24,11,0.03,7800
7,24,12,0.04,8771
7,24,13,0.02,5440
7,24,14,0.02,4770
7,24,15,0.02,5472
7,24,16,0.01,3307
7,24,17,0.02,4273
7,24,18,0.02,4672
7,24,19,0.05,11540
7,24,20,0.05,12138
7,24,21,0.03,6207
7,24,22,0.02,5499
7,24,23,0.04,9064
7,25,0,0.04,9700
7,25,1,0.02,4424
7,25,2,0.01,3143
7,25,3,0.01,1854
7,25,4,0.0,762
7,25,5,0.0,300
7,25,6,0.01,1825
7,25,7,0.03,5807
7,25,8,0.03,7424
7,25,9,0.07,15852
7,25,10,0.08,17456
7,25,11,0.02,4956
7,25,12,0.05,11374
7,25,13,0.04,8772
7,25,14,0.02,4850
7,25,15,0.02,4669
7,25,16,0.01,2742
7,25,17,0.02,5374
7,25,18,0.04,8533
7,25,19,0.03,7124
7,25,20,0.05,10998
7,25,21,0.03,6498
7,25,22,0.02,4195
7,25,23,0.02,5603
7,26,0,0.04,9844
7,26,1,0.02,5179
7,26,2,0.01,2233
7,26,3,0.0,913
7,26,4,0.0,619
7,26,5,0.0,380
7,26,6,0.01,2179
7,26,7,0.03,7197
7,26,8,0.06,13125
7,26,9,0.09,20426
7,26,10,0.07,14820
7,26,11,0.03,7154
7,26,12,0.03,7818
7,26,13,0.04,8666
7,26,14,0.02,5410
7,26,15,0.02,4627
7,26,16,0.01,2522
7,26,17,0.01,3052
7,26,18,0.03,6639
7,26,19,0.05,11807
7,26,20,0.04,8018
7,26,21,0.03,6447
7,26,22,0.01,3145
7,26,23,0.04,8767
7,27,0,0.03,6346
7,27,1,0.02,5603
7,27,2,0.02,3787
7,27,3,0.01,1342
7,27,4,0.0,512
7,27,5,0.0,164
7,27,6,0.01,1299
7,27,7,0.02,3598
7,27,8,0.07,14738
7,27,9,0.08,16917
7,27,10,0.07,15035
7,27,11,0.02,4876
7,27,12,0.03,5758
7,27,13,0.04,8370
7,27,14,0.03,5873
7,27,15,0.02,3959
7,27,16,0.01,3127
7,27,17,0.03,5791
7,27,18,0.03,6472
7,27,19,0.05,11151
7,27,20,0.04,10052
7,27,21,0.05,10947
7,27,22,0.01,1953
7,27,23,0.04,8020
7,28,0,0.03,6654
7,28,1,0.02,4693
7,28,2,0.01,2290
7,28,3,0.01,1353
7,28,4,0.0,807
7,28,5,0.0,609
7,28,6,0.01,2470
7,28,7,0.02,4318
7,28,8,0.04,9799
7,28,9,0.06,14577
7,28,10,0.03,7550
7,28,11,0.04,10056
7,28,12,0.04,9726
7,28,13,0.02,4668
7,28,14,0.03,6917
7,28,15,0.02,4611
7,28,16,0.01,2237
7,28,17,0.02,3965
7,28,18,0.04,9588
7,28,19,0.06,12971
7,28,20,0.04,9611
7,28,21,0.03,6443
7,28,22,0.02,4189
7,28,23,0.03,5974
7,29,0,0.01,3246
7,29,1,0.03,6209
7,29,2,0.01,2847
7,29,3,0.01,1506
7,29,4,0.0,675
7,29,5,0.0,280
7,29,6,0.01,1960
7,29,7,0.01,3289
7,29,8,0.08,17200
7,29,9,0.05,11367
7,29,10,0.05,10166
7,29,11,0.04,9754
7,29,12,0.05,10867
7,29,13,0.03,6875
7,29,14,0.02,3787
7,29,15,0.02,5399
7,29,16,0.01,3241
7,29,17,0.02,4663
7,29,18,0.04,8076
7,29,19,0.08,17521
7,29,20,0.07,14829
7,29,21,0.03,5674
7,29,22,0.03,5779
7,29,23,0.03,7507
7,30,0,0.03,7705
7,30,1,0.01,2371
7,30,2,0.01,2623
7,30,3,0.0,1092
7,30,4,0.0,827
7,30,5,0.0,434
7,30,6,0.0,989
7,30,7,0.02,5450
7,30,8,0.06,14035
7,30,9,0.07,15673
7,30,10,0.07,16198
7,30,11,0.05,11923
7,30,12,0.04,8923
7,30,13,0.03,6386
7,30,14,0.02,3813
7,30,15,0.01,2958
7,30,16,0.01,3226
7,30,17,0.02,4130
7,30,18,0.03,6613
7,30,19,0.04,9799
7,30,20,0.04,8859
7,30,21,0.04,8643
7,30,22,0.02,3766
7,30,23,0.02,4554
7,31,0,0.04,8124
7,31,1,0.02,3900
7,31,2,0.01,2762
7,31,3,0.01,1921
7,31,4,0.0,682
7,31,5,0.0,367
7,31,6,0.01,1449
7,31,7,0.02,5179
7,31,8,0.06,12631
7,31,9,0.04,10048
7,31,10,0.06,14389
7,31,11,0.05,11237
7,31,12,0.04,8305
7,31,13,0.04,8627
7,31,14,0.03,5938
7,31,15,0.03,5629
7,31,16,0.01,2059
7,31,17,0.02,4250
7,31,18,0.03,6995
7,31,19,0.04,8031
7,31,20,0.05,11883
7,31,21,0.05,10831
7,31,22,0.02,4093
7,31,23,0.03,7715
8,1,0,0.05,11159
8,1,1,0.02,5387
8,1,2,0.01,2381
8,1,3,0.01,1800
8,1,4,0.0,713
8,1,5,0.0,779
8,1,6,0.01,3184
8,1,7,0.04,7986
8,1,8,0.09,21371
8,1,9,0.08,18872
8,1,10,0.08,17666
8,1,11,0.08,17782
8,1,12,0.07,16486
8,1,13,0.05,12298
8,1,14,0.04,9285
8,1,15,0.03,6685
8,1,16,0.02,4809
8,1,17,0.03,6887
8,1,18,0.04,8114
8,1,19,0.08,17686
8,1,20,0.05,11192
8,1,21,0.05,11149
8,1,22,0.03,5769
8,1,23,0.08,17865
8,2,0,0.05,10819
8,2,1,0.02,4255
8,2,2,0.02,4225
8,2,3,0.01,2469
8,2,4,0.01,1550
8,2,5,0.0,466
8,2,6,0.01,1981
8,2,7,0.05,10528
8,2,8,0.05,11450
8,2,9,0.1,23367
8,2,10,0.09,20448
8,2,11,0.08,17180
8,2,12,0.07,15373
8,2,13,0.04,9060
8,2,14,0.04,8144
8,2,15,0.03,6533
8,2,16,0.02,4535
8,2,17,0.03,6717
8,2,18,0.05,12119
8,2,19,0.09,21173
8,2,20,0.07,16801
8,2,21,0.05,12167
8,2,22,0.02,3963
8,2,23,0.05,11065
8,3,0,0.05,12238
8,3,1,0.03,7752
8,3,2,0.02,3615
8,3,3,0.01,1825
8,3,4,0.0,936
8,3,5,0.0,620
8,3,6,0.02,4126
8,3,7,0.03,7852
8,3,8,0.1,21453
8,3,9,0.12,27037
8,3,10,0.09,21177
8,3,11,0.07,16561
8,3,12,0.07,15561
8,3,13,0.05,11817
8,3,14,0.06,13716
8,3,15,0.02,5160
8,3,16,0.02,4937
8,3,17,0.03,5689
8,3,18,0.04,8553
8,3,19,0.08,17437
8,3,20,0.07,15824
8,3,21,0.08,18900
8,3,22,0.03,6255
8,3,23,0.03,7840
8,4,0,0.05,11674
8,4,1,0.01,3156
8,4,2,0.02,4271
8,4,3,0.01,2194
8,4,4,0.01,1310
8,4,5,0.0,679
8,4,6,0.01,2866
8,4,7,0.04,8413
8,4,8,0.06,14136
8,4,9,0.08,18830
8,4,10,0.1,23549
8,4,11,0.05,11918
8,4,12,0.05,11754
8,4,13,0.04,8209
8,4,14,0.04,9944
8,4,15,0.04,9510
8,4,16,0.01,2949
8,4,17,0.02,3519
8,4,18,0.05,10587
8,4,19,0.08,17553
8,4,20,0.07,16135
8,4,21,0.04,9709
8,4,22,0.03,6228
8,4,23,0.05,11932
8,5,0,0.06,13770
8,5,1,0.01,3352
8,5,2,0.02,3968
8,5,3,0.01,2302
8,5,4,0.0,842
8,5,5,0.0,783
8,5,6,0.01,2758
8,5,7,0.04,8652
8,5,8,0.09,19915
8,5,9,0.1,22350
8,5,10,0.05,11766
8,5,11,0.07,15611
8,5,12,0.07,16488
8,5,13,0.04,10007
8,5,14,0.03,6892
8,5,15,0.04,8074
8,5,16,0.02,4010
8,5,17,0.03,5720
8,5,18,0.05,11336
8,5,19,0.09,20854
8,5,20,0.11,24408
8,5,21,0.06,13188
8,5,22,0.04,8458
8,5,23,0.04,9546
8,6,0,0.04,8125
8,6,1,0.03,6659
8,6,2,0.02,4488
8,6,3,0.01,1596
8,6,4,0.0,1045
8,6,5,0.0,601
8,6,6,0.02,3574
8,6,7,0.04,9844
8,6,8,0.08,18756
8,6,9,0.1,22903
8,6,10,0.08,19048
8,6,11,0.05,12244
8,6,12,0.08,18965
8,6,13,0.05,10965
8,6,14,0.04,8251
8,6,15,0.02,5034
8,6,16,0.03,7579
8,6,17,0.02,4797
8,6,18,0.04,9756
8,6,19,0.09,19302
8,6,20,0.08,17595
8,6,21,0.06,13545
8,6,22,0.04,9520
8,6,23,0.05,12311
8,7,0,0.04,8043
8,7,1,0.03,6136
8,7,2,0.02,4708
8,7,3,0.01,3316
8,7,4,0.0,711
8,7,5,0.0,711
8,7,6,0.02,3426
8,7,7,0.05,10573
8,7,8,0.08,17039
8,7,9,0.09,20703
8,7,10,0.12,25958
8,7,11,0.09,20345
8,7,12,0.07,16300
8,7,13,0.05,10892
8,7,14,0.03,7431
8,7,15,0.02,4002
8,7,16,0.02,5267
8,7,17,0.03,7252
8,7,18,0.04,8289
8,7,19,0.07,15130
8,7,20,0.06,13514
8,7,21,0.03,6876
8,7,22,0.02,5216
8,7,23,0.03,7830
8,8,0,0.04,9801
8,8,1,0.02,5346
8,8,2,0.01,2593
8,8,3,0.01,3291
8,8,4,0.01,1435
8,8,5,0.0,440
8,8,6,0.02,3502
8,8,7,0.04,9655
8,8,8,0.1,22691
8,8,9,0.09,20860
8,8,10,0.12,27823
8,8,11,0.07,15090
8,8,12,0.04,8734
8,8,13,0.06,12906
8,8,14,0.05,11563
8,8,15,0.05,10799
8,8,16,0.01,3060
8,8,17,0.03,7702
8,8,18,0.04,9808
8,8,19,0.09,20909
8,8,20,0.04,9675
8,8,21,0.03,7478
8,8,22,0.02,5285
8,8,23,0.05,11144
8,9,0,0.04,9176
8,9,1,0.03,7637
8,9,2,0.02,5493
8,9,3,0.01,2513
8,9,4,0.01,1535
8,9,5,0.0,603
8,9,6,0.01,2281
8,9,7,0.05,11722
8,9,8,0.07,14839
8,9,9,0.14,32196
8,9,10,0.14,30455
8,9,11,0.09,19481
8,9,12,0.04,8208
8,9,13,0.04,8419
8,9,14,0.05,11633
8,9,15,0.03,6280
8,9,16,0.02,4458
8,9,17,0.03,7801
8,9,18,0.06,12830
8,9,19,0.08,18703
8,9,20,0.06,14501
8,9,21,0.04,10074
8,9,22,0.04,7963
8,9,23,0.06,12440
8,10,0,0.05,10225
8,10,1,0.04,8331
8,10,2,0.02,4230
8,10,3,0.01,1720
8,10,4,0.0,885
8,10,5,0.0,413
8,10,6,0.01,3055
8,10,7,0.05,11439
8,10,8,0.06,13965
8,10,9,0.12,27463
8,10,10,0.08,18268
8,10,11,0.07,16347
8,10,12,0.04,8163
8,10,13,0.05,10325
8,10,14,0.04,8319
8,10,15,0.03,7442
8,10,16,0.02,4615
8,10,17,0.02,4592
8,10,18,0.06,13890
8,10,19,0.08,18404
8,10,20,0.07,16058
8,10,21,0.05,10903
8,10,22,0.03,5708
8,10,23,0.05,11523
8,11,0,0.05,12227
8,11,1,0.02,3693
8,11,2,0.02,3782
8,11,3,0.01,2046
8,11,4,0.01,1163
8,11,5,0.0,709
8,11,6,0.01,2646
8,11,7,0.03,7654
8,11,8,0.07,15244
8,11,9,0.09,20971
8,11,10,0.09,19959
8,11,11,0.09,20854
8,11,12,0.04,9659
8,11,13,0.05,12097
8,11,14,0.02,5023
8,11,15,0.03,5637
8,11,16,0.02,4011
8,11,17,0.04,9302
8,11,18,0.05,10177
8,11,19,0.03,7863
8,11,20,0.03,7654
8,11,21,0.05,11021
8,11,22,0.03,7563
8,11,23,0.05,11954
8,12,0,0.05,11386
8,12,1,0.04,8462
8,12,2,0.02,3781
8,12,3,0.01,2675
8,12,4,0.0,647
8,12,5,0.0,423
8,12,6,0.01,1797
8,12,7,0.04,8142
8,12,8,0.08,17282
8,12,9,0.12,26975
8,12,10,0.1,22194
8,12,11,0.06,13430
8,12,12,0.06,12490
8,12,13,0.03,6837
8,12,14,0.05,11722
8,12,15,0.03,6059
8,12,16,0.02,3837
8,12,17,0.04,9161
8,12,18,0.03,7534
8,12,19,0.06,12564
8,12,20,0.05,11106
8,12,21,0.05,10742
8,12,22,0.03,7264
8,12,23,0.06,12949
8,13,0,0.08,17954
8,13,1,0.01,2869
8,13,2,0.02,5036
8,13,3,0.01,1881
8,13,4,0.0,933
8,13,5,0.0,462
8,13,6,0.01,2534
8,13,7,0.06,12424
8,13,8,0.09,21166
8,13,9,0.12,26379
8,13,10,0.13,29238
8,13,11,0.05,10873
8,13,12,0.04,8751
